Company Name,Job Title,Job URL,Location,Employment Type,Seniority,Category,Skills Matched,Applications,Posting Date,Salary Range,Salary Type,Logo URL,Job ID,Employment Type (Detailed),Seniority (Detailed),Experience,Categories (Detailed),Salary Range (Detailed),Salary Type (Detailed),Applications (Detailed),Posting Date (Detailed),Closing Date
ABBYY SINGAPORE PTE. LTD.,Mid Market Sales (Hunter - SaaS / OCR / IDP),https://www.mycareersfuture.gov.sg/job/information-technology/mid-market-sales-abbyy-singapore-e427fa618477bd0e86f8ebc4cd029ca1?source=MCF&event=Search,Central,Full Time,Professional,Information Technology ...,0% skills matched,2 applications,Posted 5 days ago,"$5,500to$8,000",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1486785,Full Time,Professional,5 years exp,"Information Technology, Sales / Retail, Telecommunications","$5,500to$8,000 | $3,200to$4,200 | $3,200to$4,200 | $10,000to$19,000",Monthly | Monthly | Monthly | Monthly,2 applications,Posted 08 Oct 2024,Closing on 07 Nov 2024
ABBYY SINGAPORE PTE. LTD.,Enterprise Sales (Hunter - OCR / IDP),https://www.mycareersfuture.gov.sg/job/information-technology/enterprise-sales-abbyy-singapore-be91f2b39e68b19e9b01f4333d3c9efd?source=MCF&event=Search,Central,Full Time,Professional,Information Technology ...,0% skills matched,9 applications,Posted 5 days ago,"$10,000to$14,500",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1486770,Full Time,Professional,8 years exp,"Information Technology, Sales / Retail, Telecommunications, Others","$10,000to$14,500 | $15,000to$16,000 | $4,000to$8,000 | $10,000to$19,000",Monthly | Monthly | Monthly | Monthly,9 applications,Posted 08 Oct 2024,Closing on 07 Nov 2024
ABBYY SINGAPORE PTE. LTD.,Mid Market Sales (Hunter - SaaS / OCR / IDP),https://www.mycareersfuture.gov.sg/job/information-technology/mid-market-sales-abbyy-singapore-7488f1a1839d3ee599cfa67e15f02cb8?source=MCF&event=Search,Central,Full Time,Professional,Information Technology ...,0% skills matched,1 application,Posted 5 days ago,"$5,500to$8,000",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1486629,Full Time,Professional,5 years exp,"Information Technology, Sales / Retail, Telecommunications","$5,500to$8,000 | $5,000to$6,000 | $8,500to$11,500 | $3,000to$4,000",Monthly | Monthly | Monthly | Monthly,1 application,Posted 08 Oct 2024,Closing on 07 Nov 2024
TALENTSIS PTE. LTD.,Senior AI / ML Engineer (Permanent role),https://www.mycareersfuture.gov.sg/job/information-technology/senior-ai-ml-engineer-talentsis-04da95739d890fee8c01e9c6ff673900?source=MCF&event=Search,Islandwide,Permanent ...,Executive,Information Technology,0% skills matched,4 applications,Posted 5 days ago,"$5,200to$6,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/8f102815b85be9e9a8f4e27124b80a3a/talentsis.png,MCF-2024-1485166,"Permanent, Full Time",Executive,2 years exp,Information Technology,"$5,200to$6,500 | $6,000to$12,000 | $6,500to$8,000 | $5,500to$7,000",Monthly | Monthly | Monthly | Monthly,4 applications,Posted 08 Oct 2024,Closing on 07 Nov 2024
SINGAPORE SPORTS SCHOOL LTD.,Performance Pathways Scientist (Football Performance Analyst),https://www.mycareersfuture.gov.sg/job/sciences/performance-pathways-scientist-singapore-sports-school-e495b73c82138d8fdc89923726585b04?source=MCF&event=Search,North,Contract ...,Executive,Sciences / Laboratory / R&D,0% skills matched,3 applications,Posted 5 days ago,"$3,500to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/c0c08edf164c2a66acbdf4f48d11d668/singapore-sports-school.jpg,MCF-2024-1484687,"Contract, Full Time",Executive,1 year exp,Sciences / Laboratory / R&D,"$3,500to$8,000 | $3,800to$5,000 | $4,000to$5,500 | $3,000to$5,000",Monthly | Monthly | Monthly | Monthly,3 applications,Posted 08 Oct 2024,Closing on 07 Nov 2024
ADECCO PERSONNEL PTE LTD,Platform Engineer,https://www.mycareersfuture.gov.sg/job/information-technology/platform-engineer-adecco-personnel-16493b55a70cf967ec05f801ceb45d81?source=MCF&event=Search,Islandwide,Contract,Senior Executive,Information Technology,0% skills matched,0 application,Posted 5 days ago,"$6,000to$12,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/0cbd8b342d845e0619f216a9890ba2b5/adecco-personnel.jpg,MCF-2024-1484311,Contract,Senior Executive,5 years exp,Information Technology,"$6,000to$12,000 | $10,500to$12,000 | $9,000to$18,000 | $6,500to$10,000",Monthly | Monthly | Monthly | Monthly,0 application,Posted 08 Oct 2024,Closing on 07 Nov 2024
ADECCO PERSONNEL PTE LTD,MSBI Engineer,https://www.mycareersfuture.gov.sg/job/information-technology/msbi-engineer-adecco-personnel-49252df49899344d579dc99ebf6d986f?source=MCF&event=Search,Islandwide,Contract,Senior Executive,Information Technology,0% skills matched,0 application,Posted 5 days ago,"$6,000to$12,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/0cbd8b342d845e0619f216a9890ba2b5/adecco-personnel.jpg,MCF-2024-1484272,Contract,Senior Executive,6 years exp,Information Technology,"$6,000to$12,000 | $5,500to$11,000 | $6,000to$8,000 | $7,000to$13,000",Monthly | Monthly | Monthly | Monthly,0 application,Posted 08 Oct 2024,Closing on 07 Nov 2024
WOODLANDSHEALTH PTE. LTD.,"Senior / Executive, Strategic Operations Research & Analytics",https://www.mycareersfuture.gov.sg/job/healthcare/senior-executive-strategic-operations-research-analytics-woodlandshealth-2886f6b24f9bd06f17a5a20ce82a4c9f?source=MCF&event=Search,North,Full Time,Executive,Healthcare / Pharmaceutical,0% skills matched,8 applications,Posted 5 days ago,"$3,200to$6,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/2f3f119a6a69cb9e2f784d1172c1f0f7/woodlandshealth.jpg,MCF-2024-1483758,Full Time,Executive,2 years exp,Healthcare / Pharmaceutical,"$3,200to$6,000 | $13,550to$22,350 | $4,000to$6,000 | $7,800to$11,300",Monthly | Monthly | Monthly | Monthly,8 applications,Posted 08 Oct 2024,Closing on 07 Nov 2024
THE LOUD CLAN PTE. LTD.,Data Analyst,https://www.mycareersfuture.gov.sg/job/marketing/data-analyst-loud-clan-13ef647fcebaf93a6e5b1787562282ac?source=MCF&event=Search,Central,Permanent,Senior Executive,Marketing / Public Relations,0% skills matched,113 applications,Posted 5 days ago,"$6,000to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/18d54c819e8436b8c14afeea260c70fa/loud-clan.png,MCF-2024-1483544,Permanent,Senior Executive,3 years exp,Marketing / Public Relations,"$6,000to$8,000 | $6,700to$8,700 | $5,500to$8,500 | $7,000to$11,500",Monthly | Monthly | Monthly | Monthly,113 applications,Posted 08 Oct 2024,Closing on 07 Nov 2024
JTE RECRUIT PTE. LTD.,Data Engineer,https://www.mycareersfuture.gov.sg/job/engineering/data-engineer-jte-recruit-fc740e63452c705a07537fe07a13ef71?source=MCF&event=Search,Islandwide,Full Time,Professional,Engineering,0% skills matched,7 applications,Posted 6 days ago,"$5,000to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/d38e60dec0329dc32d321088a571dc83/jte-recruit.png,MCF-2024-1482310,Full Time,Professional,1 year exp,Engineering,"$5,000to$8,000 | $5,500to$10,500 | $6,000to$8,000 | $5,000to$8,000",Monthly | Monthly | Monthly | Monthly,7 applications,Posted 07 Oct 2024,Closing on 06 Nov 2024
NORGES BANK SINGAPORE BRANCH,Data Engineer,https://www.mycareersfuture.gov.sg/job/engineering/data-engineer-norges-bank-singapore-branch-d7945cefff9b93914c40e12239c4c5b5?source=MCF&event=Search,Central,Contract ...,Fresh/Entry Level,Engineering ...,0% skills matched,42 applications,Posted 6 days ago,"$5,000to$8,000",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1482085,"Contract, Internship/Attachment",Fresh/entry level,1 year exp,"Engineering, Information Technology","$5,000to$8,000 | $6,000to$8,000 | $3,000to$4,000 | $4,000to$6,000",Monthly | Monthly | Monthly | Monthly,42 applications,Posted 07 Oct 2024,Closing on 06 Nov 2024
RAPSYS TECHNOLOGIES PTE. LTD.,Cloudera Admin,https://www.mycareersfuture.gov.sg/job/information-technology/cloudera-admin-rapsys-technologies-f6faba1493c6e6861b138368a1cc2449?source=MCF&event=Search,East,Contract,Executive,Information Technology,0% skills matched,0 application,Posted 6 days ago,"$4,500to$5,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/6e75040574f0e00a8948d6cd7248f3f4/rapsys-technologies.png,MCF-2024-1481886,Contract,Executive,4 years exp,Information Technology,"$4,500to$5,500 | $3,500to$4,500 | $3,500to$5,000 | $2,000to$2,500",Monthly | Monthly | Monthly | Monthly,0 application,Posted 07 Oct 2024,Closing on 06 Nov 2024
RECRUIT EXPRESS PTE LTD,Associate Data Scientist #IJF,https://www.mycareersfuture.gov.sg/job/information-technology/associate-data-scientist-ijf-recruit-express-e4728132990071b88e0b50b518f39a07?source=MCF&event=Search,Central,Contract ...,Executive,Information Technology,0% skills matched,13 applications,Posted 6 days ago,"$5,500to$6,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg,MCF-2024-1481743,"Contract, Full Time",Executive,2 years exp,Information Technology,"$5,500to$6,500 | $7,000to$11,500 | $5,500to$7,500 | $5,000to$9,000",Monthly | Monthly | Monthly | Monthly,13 applications,Posted 07 Oct 2024,Closing on 21 Oct 2024
SINGAPORE MANAGEMENT UNIVERSITY,Associate Professor on Education / Practice Track,https://www.mycareersfuture.gov.sg/job/education-training/associate-professor-education-practice-track-singapore-management-university-6f124b2229071bec53947a4dfbdbfbb7?source=MCF&event=Search,East,Full Time,Professional,Education And Training,0% skills matched,5 applications,Posted 6 days ago,"$11,000to$22,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/b46101ad0d56e2dd33ceff5f388cc424/singapore-management-university.gif,MCF-2024-1481478,Full Time,Professional,8 years exp,Education and Training,"$11,000to$22,000 | $13,000to$26,000 | $11,000to$33,000 | $10,000to$14,000",Monthly | Monthly | Monthly | Monthly,5 applications,Posted 07 Oct 2024,Closing on 21 Oct 2024
TIKTOK PTE. LTD.,Senior Data Scientist - Global E-Commerce (Supply Chain and Logistics),https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-scientist-global-e-commerce-tiktok-13e401044d62175aff39741464a207b3?source=MCF&event=Search,Central,Full Time,Professional,Information Technology,0% skills matched,20 applications,Posted 6 days ago,"$11,000to$22,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/0998cece2d3d358f15cf853a2a37dcd3/tiktok.png,MCF-2024-1481123,Full Time,Professional,5 years exp,Information Technology,"$11,000to$22,000 | $7,500to$15,000 | $10,000to$20,000 | $12,000to$14,000",Monthly | Monthly | Monthly | Monthly,20 applications,Posted 07 Oct 2024,Closing on 06 Nov 2024
FPL CAPITAL PTE. LTD.,Principal Data Scientist,https://www.mycareersfuture.gov.sg/job/engineering/principal-data-scientist-fpl-capital-55165a89a863567e232010d008b913cb?source=MCF&event=Search,East,Permanent,Professional,Engineering ...,0% skills matched,28 applications,Posted 6 days ago,"$12,000to$14,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/d6131e156f99860e3b453622c0c69a78/fpl-capital.png,MCF-2024-1481101,Permanent,Professional,6 years exp,"Engineering, Information Technology, Risk Management","$12,000to$14,000 | $9,000to$12,500 | $6,500to$10,000 | $10,000to$13,000",Monthly | Monthly | Monthly | Monthly,28 applications,Posted 07 Oct 2024,Closing on 06 Nov 2024
APAR TECHNOLOGIES PTE. LTD.,Senior Tableau Developer,https://www.mycareersfuture.gov.sg/job/information-technology/senior-tableau-developer-apar-technologies-08146e59c76a83f6a6d47b80e8f2854c?source=MCF&event=Search,Central,Permanent,Executive,Information Technology,0% skills matched,5 applications,Posted 6 days ago,"$8,000to$10,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/72f00a1f72bf0220a1097bdb7b1ced3a/apar-technologies.png,MCF-2024-1480360,Permanent,Executive,5 years exp,Information Technology,"$8,000to$10,000 | $5,000to$9,000 | $7,500to$10,000 | $7,000to$8,400",Monthly | Monthly | Monthly | Monthly,5 applications,Posted 07 Oct 2024,Closing on 06 Nov 2024
